identifier,INF2cnt,INF4cnt,INF3cnt
ENSMUSG00000005575,1918,1992,1733
ENSMUSG00000005580,183,206,196
ENSMUSG00000005583,3468,3660,3727
ENSMUSG00000005609,383,547,553
ENSMUSG00000005610,17573,11080,19674
ENSMUSG00000005611,2,1,2
ENSMUSG00000005615,3646,3144,3703
ENSMUSG00000005621,638,511,631
ENSMUSG00000005625,3103,3117,2725
ENSMUSG00000005628,1,10,1
ENSMUSG00000005656,1742,1412,1860
ENSMUSG00000005667,484,395,389
ENSMUSG00000005672,4,0,2
ENSMUSG00000005674,299,327,321
ENSMUSG00000005677,285,274,289
ENSMUSG00000005681,30,11,16
ENSMUSG00000005682,262,199,279
ENSMUSG00000005683,2613,2101,2537
ENSMUSG00000005686,1294,758,984
ENSMUSG00000005687,1431,1479,1519
ENSMUSG00000005698,1217,1215,1183
ENSMUSG00000005699,93,102,69
ENSMUSG00000005705,1,0,0
ENSMUSG00000005718,2,10,5
ENSMUSG00000005732,62,34,76
ENSMUSG00000005763,70,77,67
ENSMUSG00000005774,204,140,231
ENSMUSG00000005779,3449,3943,2981
ENSMUSG00000005800,177,146,173
ENSMUSG00000005802,311,224,363
ENSMUSG00000005803,1232,1171,1261
ENSMUSG00000005804,1126,949,1167
ENSMUSG00000005813,807,706,805
ENSMUSG00000005823,1324,1128,1337
ENSMUSG00000005824,14,14,13
ENSMUSG00000005846,1670,1301,1709
ENSMUSG00000005871,951,762,887
ENSMUSG00000005873,4987,4888,4537
ENSMUSG00000005881,3122,3518,2974
ENSMUSG00000005882,713,620,712
ENSMUSG00000005886,874,611,892
ENSMUSG00000005893,968,875,970
ENSMUSG00000005897,210,143,241
ENSMUSG00000005899,419,425,417
ENSMUSG00000005907,364,339,415
ENSMUSG00000005936,1954,1455,2098
ENSMUSG00000005947,15,1,8
ENSMUSG00000005949,1068,927,1112
ENSMUSG00000005950,8,1,5
ENSMUSG00000005951,51,38,81
ENSMUSG00000005958,4,6,8
ENSMUSG00000005968,205,248,198
ENSMUSG00000005973,238,137,156
ENSMUSG00000005980,49,44,38
ENSMUSG00000005981,536,543,550
ENSMUSG00000005982,1637,1414,1724
ENSMUSG00000005983,954,826,947
ENSMUSG00000005986,58,52,58
ENSMUSG00000006005,3286,2763,3114
ENSMUSG00000006010,1195,972,1125
ENSMUSG00000006014,190,157,159
ENSMUSG00000006019,371,432,396
ENSMUSG00000006021,114,138,131
ENSMUSG00000006024,4535,4665,4423
ENSMUSG00000006050,2002,2029,1924
ENSMUSG00000006057,919,1045,783
ENSMUSG00000006058,1604,1780,1289
ENSMUSG00000006095,2504,2875,2213
ENSMUSG00000006127,2073,1994,2381
ENSMUSG00000006134,780,700,927
ENSMUSG00000006154,28,20,15
ENSMUSG00000006169,2059,1906,2503
ENSMUSG00000006179,15,21,17
ENSMUSG00000006191,287,251,374
ENSMUSG00000006205,21,18,33
ENSMUSG00000006215,926,837,849
ENSMUSG00000006216,0,4,2
ENSMUSG00000006219,1361,1187,1274
ENSMUSG00000006221,5,11,1
ENSMUSG00000006235,25,34,14
ENSMUSG00000006241,5,4,2
ENSMUSG00000006262,643,513,782
ENSMUSG00000006269,0,1,1
ENSMUSG00000006273,11068,9788,11739
ENSMUSG00000006276,378,399,441
ENSMUSG00000006281,876,951,932
ENSMUSG00000006288,546,578,498
ENSMUSG00000006289,921,988,916
ENSMUSG00000006299,4288,4342,3782
ENSMUSG00000006301,3131,3020,2934
ENSMUSG00000006304,24979,21334,24211
ENSMUSG00000006307,279,318,241
ENSMUSG00000006310,14,11,9
ENSMUSG00000006313,5,4,0
ENSMUSG00000006315,1785,1915,1571
ENSMUSG00000006333,7269,8957,6234
ENSMUSG00000006335,266,266,255
ENSMUSG00000006342,4,0,1
ENSMUSG00000006344,30,25,33
ENSMUSG00000006356,12,23,20
ENSMUSG00000006360,4633,5595,3934
ENSMUSG00000006362,93,141,148
ENSMUSG00000006373,2625,1609,2912
ENSMUSG00000006378,78,111,113
ENSMUSG00000006389,2,0,0
ENSMUSG00000006390,5719,5591,5905
ENSMUSG00000006392,1948,1839,1779
ENSMUSG00000006395,523,600,505
ENSMUSG00000006398,99,86,118
ENSMUSG00000006411,168,168,142
ENSMUSG00000006412,482,504,485
ENSMUSG00000006418,1821,1811,2124
ENSMUSG00000006423,626,426,763
ENSMUSG00000006435,8,7,5
ENSMUSG00000006442,494,452,394
ENSMUSG00000006445,0,0,3
ENSMUSG00000006456,394,402,432
ENSMUSG00000006457,4,4,2
ENSMUSG00000006462,51,51,59
ENSMUSG00000006463,269,309,351
ENSMUSG00000006464,16,1,16
ENSMUSG00000006471,840,841,763
ENSMUSG00000006476,190,173,221
ENSMUSG00000006494,454,318,468
ENSMUSG00000006498,2672,2595,2625
ENSMUSG00000006517,555,648,598
ENSMUSG00000006519,29707,31070,24695
ENSMUSG00000006526,372,334,354
ENSMUSG00000006527,1382,1303,1402
ENSMUSG00000006538,0,0,4
ENSMUSG00000006574,1,1,1
ENSMUSG00000006575,16,19,7
ENSMUSG00000006576,18,29,23
ENSMUSG00000006585,1446,1447,1364
ENSMUSG00000006587,0,0,1
ENSMUSG00000006589,2980,3415,2491
ENSMUSG00000006599,1013,942,1175
ENSMUSG00000006611,2377,2265,2607
ENSMUSG00000006638,147,164,152
ENSMUSG00000006641,308,354,326
ENSMUSG00000006649,22,44,26
ENSMUSG00000006651,26,32,49
ENSMUSG00000006673,1999,1375,2203
ENSMUSG00000006675,25,20,15
ENSMUSG00000006676,1323,1461,1607
ENSMUSG00000006678,62,57,92
ENSMUSG00000006699,23140,20673,28503
ENSMUSG00000006705,541,490,568
ENSMUSG00000006711,0,1,1
ENSMUSG00000006715,361,363,362
ENSMUSG00000006717,712,756,698
ENSMUSG00000006728,3358,3480,3343
ENSMUSG00000006731,1462,1435,1363
ENSMUSG00000006732,115,188,105
ENSMUSG00000006736,2042,1782,1981
ENSMUSG00000006740,4311,4004,4259
ENSMUSG00000006763,127,178,161
ENSMUSG00000006782,1038,910,1057
ENSMUSG00000006784,3,1,2
ENSMUSG00000006800,2088,1985,2284
ENSMUSG00000006818,10574,9063,9670
ENSMUSG00000006850,57,60,53
ENSMUSG00000006906,802,675,760
ENSMUSG00000006920,898,698,994
ENSMUSG00000006930,5,4,13
ENSMUSG00000006931,1,4,3
ENSMUSG00000006932,13582,9777,13777
ENSMUSG00000006941,1270,1204,1185
ENSMUSG00000006998,5458,4819,5444
ENSMUSG00000007021,5,0,9
ENSMUSG00000007029,585,673,546
ENSMUSG00000007030,9,12,4
ENSMUSG00000007033,22,7,13
ENSMUSG00000007035,33,30,44
ENSMUSG00000007036,1144,1047,1214
ENSMUSG00000007038,2046,1863,1879
ENSMUSG00000007039,182,249,177
ENSMUSG00000007041,9648,11434,8967
ENSMUSG00000007050,387,373,333
ENSMUSG00000007080,22,43,24
ENSMUSG00000007107,1,0,0
ENSMUSG00000007122,3,0,2
ENSMUSG00000007207,16,8,7
ENSMUSG00000007216,160,160,129
ENSMUSG00000007338,427,486,407
ENSMUSG00000007379,86,72,118
ENSMUSG00000007411,1158,982,1132
ENSMUSG00000007415,638,647,571
ENSMUSG00000007458,11596,10177,12209
ENSMUSG00000007476,294,317,221
ENSMUSG00000007480,0,1,0
ENSMUSG00000007564,7248,6972,7230
ENSMUSG00000007570,502,634,546
ENSMUSG00000007589,260,263,286
ENSMUSG00000007591,1,5,4
ENSMUSG00000007594,0,2,0
ENSMUSG00000007603,412,534,463
ENSMUSG00000007610,59,51,76
ENSMUSG00000007613,9122,6267,10588
ENSMUSG00000007617,111,91,109
ENSMUSG00000007646,4,7,4
ENSMUSG00000007655,261,195,370
ENSMUSG00000007656,2001,1813,1848
ENSMUSG00000007659,1813,1767,1734
ENSMUSG00000007670,792,621,908
ENSMUSG00000007682,12,7,4
ENSMUSG00000007721,1388,1681,1268
ENSMUSG00000007739,3167,2752,3369
ENSMUSG00000007777,539,562,551
ENSMUSG00000007783,0,21,3
ENSMUSG00000007812,1951,1196,2141
ENSMUSG00000007815,9406,8788,10086
ENSMUSG00000007817,5989,5703,5718
ENSMUSG00000007827,144,167,128
ENSMUSG00000007833,839,948,833
ENSMUSG00000007836,717,860,589
ENSMUSG00000007837,429,478,401
ENSMUSG00000007850,1522,1202,1744
ENSMUSG00000007867,126,138,148
ENSMUSG00000007872,2263,2858,2567
ENSMUSG00000007880,1197,1266,1163
ENSMUSG00000007891,152238,158808,145530
ENSMUSG00000007892,4112,4949,3589
ENSMUSG00000007944,0,2,5
ENSMUSG00000007946,25,37,23
ENSMUSG00000007950,247,264,259
ENSMUSG00000007987,530,579,500
ENSMUSG00000007989,5,0,0
ENSMUSG00000008028,6,5,1
ENSMUSG00000008035,1089,964,978
ENSMUSG00000008036,4213,4883,3740
ENSMUSG00000008090,44,23,50
ENSMUSG00000008129,0,0,2
ENSMUSG00000008140,1542,1772,1391
ENSMUSG00000008167,525,532,556
ENSMUSG00000008193,0,0,1
ENSMUSG00000008200,849,659,1030
ENSMUSG00000008206,28,63,69
ENSMUSG00000008226,116,58,158
ENSMUSG00000008301,1114,996,1106
ENSMUSG00000008305,772,593,811
ENSMUSG00000008307,72,56,56
ENSMUSG00000008318,33,30,40
ENSMUSG00000008333,1824,1520,1695
ENSMUSG00000008348,3945,3693,3798
ENSMUSG00000008373,1401,1302,1106
ENSMUSG00000008384,2188,2303,1850
ENSMUSG00000008393,652,717,682
ENSMUSG00000008398,1547,1651,1627
ENSMUSG00000008429,1026,814,1250
ENSMUSG00000008435,297,177,202
ENSMUSG00000008438,1,13,0
ENSMUSG00000008450,60,55,71
ENSMUSG00000008475,15112,14046,17844
ENSMUSG00000008482,2,0,1
ENSMUSG00000008489,0,0,2
ENSMUSG00000008496,479,537,500
ENSMUSG00000008540,9615,9483,10942
ENSMUSG00000008601,3,1,0
ENSMUSG00000008604,498,427,474
ENSMUSG00000008668,2074,2810,2014
ENSMUSG00000008682,1541,1504,1426
ENSMUSG00000008683,1862,2213,1739
ENSMUSG00000008690,2512,2922,2470
ENSMUSG00000008730,1932,1508,1898
ENSMUSG00000008734,23,17,17
ENSMUSG00000008763,1176,929,1207
ENSMUSG00000008822,69,62,74
ENSMUSG00000008845,94,50,126
ENSMUSG00000008855,948,963,960
ENSMUSG00000008859,2855,2581,2620
ENSMUSG00000008892,2083,1734,2066
ENSMUSG00000008958,750,861,767
ENSMUSG00000008976,747,649,859
ENSMUSG00000009013,1908,1947,1874
ENSMUSG00000009030,1207,740,1315
ENSMUSG00000009035,952,995,1255
ENSMUSG00000009073,723,582,915
ENSMUSG00000009075,320,312,254
ENSMUSG00000009076,444,656,448
ENSMUSG00000009079,6089,5054,6381
ENSMUSG00000009090,3189,3323,3894
ENSMUSG00000009092,3,13,5
ENSMUSG00000009108,0,0,2
ENSMUSG00000009112,376,312,413
ENSMUSG00000009114,15,4,7
ENSMUSG00000009145,9,5,3
ENSMUSG00000009185,22,30,8
ENSMUSG00000009207,342,266,361
ENSMUSG00000009214,5,2,6
ENSMUSG00000009246,6,9,6
ENSMUSG00000009248,3,0,3
ENSMUSG00000009281,237,243,235
ENSMUSG00000009291,5150,4231,5150
ENSMUSG00000009292,127,104,124
ENSMUSG00000009293,1760,1796,1952
ENSMUSG00000009350,5,0,0
ENSMUSG00000009376,80,53,51
ENSMUSG00000009378,3,0,0
ENSMUSG00000009406,215,192,191
ENSMUSG00000009418,792,918,982
ENSMUSG00000009470,1340,1114,1439
ENSMUSG00000009535,1190,976,1343
ENSMUSG00000009545,0,0,1
ENSMUSG00000009549,3457,3346,3348
ENSMUSG00000009551,23,13,19
ENSMUSG00000009555,3693,3685,3687
ENSMUSG00000009563,979,910,856
ENSMUSG00000009566,175,179,165
ENSMUSG00000009569,736,670,653
ENSMUSG00000009575,172,205,239
ENSMUSG00000009585,1387,1193,1675
ENSMUSG00000009614,4,4,19
ENSMUSG00000009621,504,519,503
ENSMUSG00000009628,0,3,0
ENSMUSG00000009630,1640,1513,1644
ENSMUSG00000009633,7,1,1
ENSMUSG00000009640,454,445,363
ENSMUSG00000009646,1,0,3
ENSMUSG00000009647,273,252,212
ENSMUSG00000009654,177,243,250
ENSMUSG00000009681,21,63,53
ENSMUSG00000009687,9933,11105,9433
ENSMUSG00000009731,1,0,0
ENSMUSG00000009733,46,33,54
ENSMUSG00000009739,143,216,190
ENSMUSG00000009741,1129,804,1098
ENSMUSG00000009772,1371,1071,1219
ENSMUSG00000009828,156,180,225
ENSMUSG00000009863,6644,6779,6095
ENSMUSG00000009876,1,6,1
ENSMUSG00000009894,373,359,375
ENSMUSG00000009905,362,336,485
ENSMUSG00000009907,4160,3046,4860
ENSMUSG00000009927,4938,5962,4474
ENSMUSG00000009941,0,0,2
ENSMUSG00000009995,1207,1024,1214
ENSMUSG00000010021,39,36,28
ENSMUSG00000010025,1054,868,1181
ENSMUSG00000010044,0,0,1
ENSMUSG00000010045,959,1132,1007
ENSMUSG00000010047,549,654,566
ENSMUSG00000010048,38,47,39
ENSMUSG00000010051,201,208,198
ENSMUSG00000010054,1142,1126,915
ENSMUSG00000010057,150,187,162
ENSMUSG00000010066,0,1,0
ENSMUSG00000010067,2086,1981,1868
ENSMUSG00000010095,8140,8128,7653
ENSMUSG00000010097,1598,1539,1675
ENSMUSG00000010110,1392,1401,1468
ENSMUSG00000010136,0,0,2
ENSMUSG00000010142,1240,1026,1183
ENSMUSG00000010205,617,669,668
ENSMUSG00000010277,2559,2667,2675
ENSMUSG00000010290,385,207,269
ENSMUSG00000010307,3720,4128,4154
ENSMUSG00000010342,0,5,2
ENSMUSG00000010358,556,643,558
ENSMUSG00000010362,140,187,153
ENSMUSG00000010376,3712,3970,3111
ENSMUSG00000010392,764,683,737
ENSMUSG00000010406,2000,1972,1550
ENSMUSG00000010453,1024,769,1035
ENSMUSG00000010461,81,60,96
ENSMUSG00000010492,95,109,85
ENSMUSG00000010517,728,549,751
ENSMUSG00000010538,38,52,31
ENSMUSG00000010554,374,230,261
ENSMUSG00000010592,0,0,2
ENSMUSG00000010607,326,335,261
ENSMUSG00000010608,3672,2775,3118
ENSMUSG00000010609,2542,2324,2310
ENSMUSG00000010651,9,12,14
ENSMUSG00000010660,27,31,46
ENSMUSG00000010663,1787,1671,1957
ENSMUSG00000010721,84,64,88
ENSMUSG00000010751,69,55,74
ENSMUSG00000010755,536,436,594
ENSMUSG00000010830,10,7,5
ENSMUSG00000010841,23,30,14
ENSMUSG00000010911,490,378,454
ENSMUSG00000010914,516,479,559
ENSMUSG00000010936,1892,1728,1840
ENSMUSG00000011008,1660,1019,1366
ENSMUSG00000011096,522,594,493
ENSMUSG00000011114,1200,1379,1266
ENSMUSG00000011148,2891,3903,3268
ENSMUSG00000011154,0,1,2
ENSMUSG00000011158,680,734,651
ENSMUSG00000011171,0,1,0
ENSMUSG00000011179,1098,966,1050
ENSMUSG00000011254,105,122,96
ENSMUSG00000011256,223,199,227
ENSMUSG00000011257,123,110,110
ENSMUSG00000011263,0,0,2
ENSMUSG00000011267,5,6,3
ENSMUSG00000011305,0,0,2
ENSMUSG00000011306,381,443,396
ENSMUSG00000011382,178,169,161
ENSMUSG00000011427,93,118,216
ENSMUSG00000011658,315,404,390
ENSMUSG00000011751,2,9,6
ENSMUSG00000011752,1527,1455,1477
ENSMUSG00000011831,947,810,1009
ENSMUSG00000011832,183,214,203
ENSMUSG00000011837,607,585,558
ENSMUSG00000011877,1048,1085,1186
ENSMUSG00000011884,8452,8023,9242
ENSMUSG00000011958,5017,4302,5016
ENSMUSG00000011960,897,898,910
ENSMUSG00000012017,23,22,10
ENSMUSG00000012076,113,121,100
ENSMUSG00000012114,2710,2343,2870
ENSMUSG00000012117,500,578,541
ENSMUSG00000012123,2,5,5
ENSMUSG00000012126,12830,14064,11647
ENSMUSG00000012187,1,1,0
ENSMUSG00000012211,0,0,2
ENSMUSG00000012296,322,394,338
ENSMUSG00000012396,0,4,1
ENSMUSG00000012405,297,302,355
ENSMUSG00000012422,3564,2451,3448
ENSMUSG00000012429,375,304,396
ENSMUSG00000012443,67,33,67
ENSMUSG00000012483,158,149,174
ENSMUSG00000012519,247,220,270
ENSMUSG00000012535,1254,1016,1540
ENSMUSG00000012609,91,56,74
ENSMUSG00000012640,365,253,518
ENSMUSG00000012777,57,77,70
ENSMUSG00000012819,48,43,40
ENSMUSG00000012848,5439,6574,4861
ENSMUSG00000013033,6,15,11
ENSMUSG00000013076,14,0,0
ENSMUSG00000013089,600,625,660
ENSMUSG00000013150,17,35,26
ENSMUSG00000013155,28,94,36
ENSMUSG00000013158,0,2,0
ENSMUSG00000013160,6158,5788,5237
ENSMUSG00000013236,785,771,776
ENSMUSG00000013275,146,109,121
ENSMUSG00000013338,0,2,0
ENSMUSG00000013367,1,3,0
ENSMUSG00000013415,2,0,0
ENSMUSG00000013418,12,9,5
ENSMUSG00000013419,62,68,64
ENSMUSG00000013465,1019,972,1059
ENSMUSG00000013483,411,431,425
ENSMUSG00000013495,1299,1181,1540
ENSMUSG00000013523,1,0,0
ENSMUSG00000013539,25,32,51
ENSMUSG00000013562,0,0,6
ENSMUSG00000013593,2578,2745,2540
ENSMUSG00000013622,3175,3143,2964
ENSMUSG00000013629,121,145,164
ENSMUSG00000013646,404,365,454
ENSMUSG00000013662,928,826,1304
ENSMUSG00000013663,1670,1190,2083
ENSMUSG00000013698,7315,6690,7968
ENSMUSG00000013701,205,205,201
ENSMUSG00000013707,1531,1889,1523
ENSMUSG00000013736,1415,972,1461
ENSMUSG00000013766,0,3,2
ENSMUSG00000013787,1069,1077,912
ENSMUSG00000013822,1254,1373,1217
ENSMUSG00000013833,1081,1252,1209
ENSMUSG00000013846,1351,1316,1104
ENSMUSG00000013858,475,746,528
ENSMUSG00000013878,298,206,336
ENSMUSG00000013928,15,26,22
ENSMUSG00000013936,0,2,7
ENSMUSG00000013973,814,743,784
ENSMUSG00000013974,36,12,32
ENSMUSG00000013997,1052,945,1050
ENSMUSG00000014030,2,0,0
ENSMUSG00000014039,94,47,95
ENSMUSG00000014074,469,316,442
ENSMUSG00000014075,807,722,816
ENSMUSG00000014077,1128,1061,1338
ENSMUSG00000014158,129,133,162
ENSMUSG00000014164,1,9,0
ENSMUSG00000014177,328,318,403
ENSMUSG00000014195,1998,1822,1971
ENSMUSG00000014198,167,174,145
ENSMUSG00000014226,1726,1333,1879
ENSMUSG00000014232,85,85,85
ENSMUSG00000014243,682,687,551
ENSMUSG00000014245,163,139,138
ENSMUSG00000014294,3299,3790,2664
ENSMUSG00000014301,24,36,22
ENSMUSG00000014303,24,24,23
ENSMUSG00000014313,3190,3414,2953
ENSMUSG00000014349,1964,1737,1993
ENSMUSG00000014351,1,0,0
ENSMUSG00000014353,1736,1328,1901
ENSMUSG00000014355,915,849,1125
ENSMUSG00000014361,1402,1189,1706
ENSMUSG00000014402,2011,1776,2076
ENSMUSG00000014418,406,257,493
ENSMUSG00000014426,156,243,234
ENSMUSG00000014444,3799,3438,3141
ENSMUSG00000014470,1361,1551,1527
ENSMUSG00000014496,820,657,816
ENSMUSG00000014498,385,409,346
ENSMUSG00000014503,153,95,166
ENSMUSG00000014504,1563,1441,1451
ENSMUSG00000014529,0,1,0
ENSMUSG00000014543,6,3,0
ENSMUSG00000014547,225,140,228
ENSMUSG00000014550,698,642,770
ENSMUSG00000014551,612,561,561
ENSMUSG00000014554,542,528,541
ENSMUSG00000014592,280,372,367
ENSMUSG00000014599,566,342,368
ENSMUSG00000014601,669,582,783
ENSMUSG00000014602,9,27,3
ENSMUSG00000014606,3018,3157,3072
ENSMUSG00000014633,89,90,105
ENSMUSG00000014668,717,390,592
ENSMUSG00000014686,6,13,15
ENSMUSG00000014704,0,0,1
ENSMUSG00000014747,0,2,0
ENSMUSG00000014748,3750,3713,3375
ENSMUSG00000014763,501,447,637
ENSMUSG00000014767,651,549,616
ENSMUSG00000014769,4396,4690,4142
ENSMUSG00000014771,257,243,253
ENSMUSG00000014773,0,0,2
ENSMUSG00000014776,58,42,47
ENSMUSG00000014778,322,331,215
ENSMUSG00000014782,5,6,0
ENSMUSG00000014786,19,21,15
ENSMUSG00000014791,15,19,14
ENSMUSG00000014837,86,85,107
ENSMUSG00000014846,34,31,13
ENSMUSG00000014850,251,200,235
ENSMUSG00000014852,1,0,2
ENSMUSG00000014856,1257,1447,1147
ENSMUSG00000014859,539,643,705
ENSMUSG00000014867,9575,8158,9402
ENSMUSG00000014873,1182,1053,1195
ENSMUSG00000014905,471,303,528
ENSMUSG00000014907,222,182,172
ENSMUSG00000014932,1,0,0
ENSMUSG00000014956,3014,2058,3276
ENSMUSG00000014959,3299,2877,3410
ENSMUSG00000014980,230,181,226
ENSMUSG00000015001,4,0,0
ENSMUSG00000015002,2670,2153,2982
ENSMUSG00000015013,1659,1793,1412
ENSMUSG00000015016,71,83,80
ENSMUSG00000015023,360,308,400
ENSMUSG00000015027,1564,1453,1574
ENSMUSG00000015053,16,8,8
ENSMUSG00000015083,32,27,51
ENSMUSG00000015085,0,0,1
ENSMUSG00000015087,887,895,941
ENSMUSG00000015092,2457,2887,2026
ENSMUSG00000015093,3,4,0
ENSMUSG00000015094,5,2,3
ENSMUSG00000015095,1241,1168,1159
ENSMUSG00000015112,315,314,447
ENSMUSG00000015120,1296,1175,1475
ENSMUSG00000015126,391,391,305
ENSMUSG00000015127,134,156,125
ENSMUSG00000015133,457,378,417
ENSMUSG00000015134,1,0,0
ENSMUSG00000015143,610,769,678
ENSMUSG00000015149,2803,2827,2619
ENSMUSG00000015165,3449,3289,3396
ENSMUSG00000015176,566,613,637
ENSMUSG00000015189,282,188,370
ENSMUSG00000015202,46,60,67
ENSMUSG00000015214,319,225,529
ENSMUSG00000015217,249,232,194
ENSMUSG00000015222,0,2,1
ENSMUSG00000015224,13,9,9
ENSMUSG00000015243,9297,6272,9646
ENSMUSG00000015247,1286,1318,1692
ENSMUSG00000015289,480,515,440
ENSMUSG00000015290,1231,950,954
ENSMUSG00000015291,1576,1330,1626
ENSMUSG00000015305,3605,4070,2905
ENSMUSG00000015312,2801,2901,2607
ENSMUSG00000015314,126,108,120
ENSMUSG00000015316,2,7,2
ENSMUSG00000015335,605,618,539
ENSMUSG00000015337,174,279,190
ENSMUSG00000015340,49542,33166,49626
ENSMUSG00000015341,2913,2509,3145
ENSMUSG00000015342,19,23,16
ENSMUSG00000015355,6888,5766,7564
ENSMUSG00000015357,789,668,836
ENSMUSG00000015363,786,842,708
ENSMUSG00000015377,21,25,37
ENSMUSG00000015396,8108,7507,9234
ENSMUSG00000015401,0,0,1
ENSMUSG00000015405,0,2,4
ENSMUSG00000015451,0,0,3
ENSMUSG00000015452,12,4,13
ENSMUSG00000015461,856,1047,939
ENSMUSG00000015467,54,58,51
ENSMUSG00000015468,12,26,33
ENSMUSG00000015474,646,645,585
ENSMUSG00000015476,2,4,2
ENSMUSG00000015478,747,747,761
ENSMUSG00000015488,726,828,694
ENSMUSG00000015501,353,259,386
ENSMUSG00000015522,724,617,909
ENSMUSG00000015533,6,0,2
ENSMUSG00000015536,1510,1453,1545
ENSMUSG00000015542,349,429,310
ENSMUSG00000015568,48446,50767,49667
ENSMUSG00000015575,9107,9119,8612
ENSMUSG00000015597,405,308,335
ENSMUSG00000015605,430,442,324
ENSMUSG00000015647,0,0,2
ENSMUSG00000015652,1,0,0
ENSMUSG00000015656,8424,8242,7981
ENSMUSG00000015659,66,65,75
ENSMUSG00000015668,881,721,754
ENSMUSG00000015671,7145,6366,6231
ENSMUSG00000015672,624,715,681
ENSMUSG00000015697,618,586,641
ENSMUSG00000015702,245,267,262
ENSMUSG00000015711,422,345,473
ENSMUSG00000015714,5833,5088,6266
ENSMUSG00000015733,19564,13618,23324
ENSMUSG00000015745,2820,3187,2697
ENSMUSG00000015747,356,328,326
ENSMUSG00000015748,346,285,309
ENSMUSG00000015749,1816,1457,1780
ENSMUSG00000015750,267,374,233
ENSMUSG00000015755,2341,2201,2264
ENSMUSG00000015757,1482,1030,1484
ENSMUSG00000015759,2486,1822,2476
ENSMUSG00000015766,139,162,193
ENSMUSG00000015776,1254,1093,1461
ENSMUSG00000015790,581,606,572
ENSMUSG00000015804,2107,2326,2101
ENSMUSG00000015806,1892,1780,1753
ENSMUSG00000015812,3,4,2
ENSMUSG00000015829,0,1,0
ENSMUSG00000015837,79706,61889,68488
ENSMUSG00000015839,9466,7685,9326
ENSMUSG00000015846,1423,1695,1694
ENSMUSG00000015850,23,9,14
ENSMUSG00000015852,15030,17948,16965
ENSMUSG00000015854,2172,2041,2069
ENSMUSG00000015869,1050,1007,859
ENSMUSG00000015879,9,3,0
ENSMUSG00000015880,66,62,119
ENSMUSG00000015882,587,414,659
ENSMUSG00000015889,849,811,900
ENSMUSG00000015890,0,1,1
ENSMUSG00000015932,2996,2735,3646
ENSMUSG00000015937,3343,3727,3095
ENSMUSG00000015942,943,1025,1088
ENSMUSG00000015943,245,345,236
ENSMUSG00000015944,526,492,552
ENSMUSG00000015947,2181,2748,2429
ENSMUSG00000015950,5100,4797,5026
ENSMUSG00000015961,2014,1596,2424
ENSMUSG00000015962,1,4,1
ENSMUSG00000015966,3,0,0
ENSMUSG00000015968,225,262,237
ENSMUSG00000015970,25,83,32
ENSMUSG00000015971,466,441,570
ENSMUSG00000015980,428,398,405
ENSMUSG00000015981,2,1,2
ENSMUSG00000015994,2343,2062,2181
ENSMUSG00000016018,813,682,1060
ENSMUSG00000016024,35,21,24
ENSMUSG00000016028,0,1,2
ENSMUSG00000016087,1525,1616,1977
ENSMUSG00000016181,94,135,97
ENSMUSG00000016194,1,3,4
ENSMUSG00000016206,1759,1768,1647
ENSMUSG00000016239,454,275,406
ENSMUSG00000016252,2065,2341,1744
ENSMUSG00000016253,1111,1008,1092
ENSMUSG00000016255,2,0,1
ENSMUSG00000016256,53934,54086,47107
ENSMUSG00000016257,1788,1586,1761
ENSMUSG00000016283,195,125,211
ENSMUSG00000016308,2691,2444,2848
ENSMUSG00000016319,10645,9106,9852
ENSMUSG00000016327,3,0,4
ENSMUSG00000016344,461,601,391
ENSMUSG00000016349,0,0,1
ENSMUSG00000016356,3,1,7
ENSMUSG00000016382,579,346,722
ENSMUSG00000016409,475,403,465
ENSMUSG00000016427,3647,3380,2815
ENSMUSG00000016477,228,288,282
