Identifier,h_jkdz1,h_jkdz2,h_jkdz3,h_jkdz4,h_jkdz5,h_jkdz6,h_jkdz7,h_jkdz8,h_jkdz9,h_jkdz10,h_jkdz11,h_jkdz12,h_jkdz13,h_jkdz14,h_jkdz15,h_jkdz16,h_jkdz17,h_jkdz18,h_jkdz19,h_jkdz20,h_jkdz21,h_jkdz22,h_jkdz23,h_jkdz24,h_jkdz25,nc_jbdz11,nc_jbdz12,nc_jbdz13,nc_jbdz14,nc_jbdz15,nc_jbdz16,nc_jbdz17,nc_jbdz18,nc_jbdz19,nc_jbdz110,nc_jbdz111,nc_jbdz112,nc_jbdz113,nc_jbdz114,nc_jbdz115,nc_jbdz116,nc_jbdz117,nc_jbdz118,nc_jbdz119,nc_jbdz120,nc_jbdz121,nc_jbdz122,nc_jbdz123,nc_jbdz124,nc_jbdz125,ns_PT1,ns_PT2,ns_PT3,ns_PT4,ns_PT5,ns_PT6,ns_PT7,ns_PT8,ns_PT9,ns_PT10,ns_PT11,ns_PT12,ns_PT13,ns_PT14,ns_PT15,ns_PT16,ns_PT17,ns_PT18,ns_PT19,ns_PT20,ns_PT21,ns_PT22,ns_PT23,ns_PT24,ns_PT25,s_ZX1,s_ZX2,s_ZX3,s_ZX4,s_ZX5,s_ZX6,s_ZX7,s_ZX8,s_ZX9,s_ZX10,s_ZX11,s_ZX12,s_ZX13,s_ZX14,s_ZX15,s_ZX16,s_ZX17,s_ZX18,s_ZX19,s_ZX20,s_ZX21
group,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe
C00922,8865097,13193572,8762418,7758518.5,8103491,6303775.5,6363375.5,8612578,10121877,9117283,11998908,7538578,9210864,7588097,9388640,7146431,7910588,8521337,8271710.5,10532039,9808389,8225554,7963614,7297191,6316211.5,10269793,11516477,11955168,10904234,12404765,14211769,8248632,9306381,6701610.5,8569192,7075796,21192368,6830300.5,11760275,15784510,9864613,6218868,10012255,2779958.75,13035822,8874448,13038676,10681343,9779612,10816333,5060930,5117582,9796464,4703546,8133743.5,8982692,4676604,9423453,6669013,4707612,6752294.5,7384617,6486152,5623468.5,11668721,8779204,7488841,6215486.5,9470670,4869864,6885338.5,5337516,6678969.5,7105466.5,7703519.5,7360917,7259404,5559259.5,28575482,5757371,,7391632.5,12152040,10159032,8914496,6798644,7928071.5,10450430,6421748,9046357,6734618,9309513,5484562,33585872,10042482,6439709
C00208,138872.2969,150184.9375,688485.375,483125.625,317791,378719.9063,273141.6875,265291.375,144760.2344,431433.1875,619977.5,390702.4688,459009.9375,1194886.875,175401.375,126504.7031,601373.8125,995969.4375,180895.7031,459395.875,449197.2813,879499.5,429091.3125,201139.9063,111147.1563,588344.625,1164938,20593748,489980.5938,2468976.75,101278.375,615572.8125,310691.0625,630977.1875,2954597,2287721,587920.125,472033.0625,178068.5156,924752.4375,1227879.875,662143.625,2987277.25,633646.4375,468195.6563,639845.875,369416.5313,104519.4531,679308.6875,628835.0625,445301.25,793665.625,588132.5625,299091.8125,144358.2188,189815.9844,438614.75,557853.5625,618942.25,315315.4688,195607.3438,135667.5781,64599.3516,120863.3594,1245546.75,,78025.2422,462847.3438,246556.4844,297885.2188,223961.625,140705.3125,,507798.0938,,447917.375,729244.375,593504.25,1046575.438,501000.8438,340364.9688,438993.3438,,5476151,399072.25,380497.25,1890407.75,643716.6875,7643252,1676911.875,594873.625,287556.375,433975.1563,1005619.063,487861.3125,1716401.5
C00096,3971373.75,3189064.75,6349318.5,4047654.25,6690015,4171102.25,5849375,4750168.5,4403611.5,3863733.25,6317644,5968886,4523657,4585066,6464339.5,4608790.5,3747368.25,2840432.5,5456790.5,4500067.5,3914561,5759616.5,2562345,4024483,5505086,4155781.5,6437570.5,28343492,6629907.5,16051598,11115685,20354370,5268783.5,4608076,12099885,10486149,7205558.5,14896251,3863228.75,8683656,4919215,14476267,10302561,7873237,11827105,7376591,16227487,6098527,6420179.5,8739096,4956360.5,3929673.5,13272193,3142748,8228438,4492488,4678168.5,6169387.5,5846239.5,5635989,6809051,4720816,4469977,5551161,4445934.5,6619595,6201062,5165777,17071260,3609544.75,6999541,13890542,4384617,4393746.5,3469913,11473649,13056383,15899326,7167941,5890760.5,20423880,6423693,5951828,13457354,13344358,27547430,17724946,8571295,7676892,5569396,16301769,10320101,16412361,14921670,8232443.5,10350977
C00019,186387328,228051600,209549504,173490176,273890944,175069472,207636272,245192016,255590784,300092096,218168672,213285632,155614288,239848864,293560928,191957008,231128480,243973968,182572560,228446528,278691200,255343504,254248176,396164352,164109616,212999760,327306240,220804096,451413792,746894656,553185920,382667552,226164096,209343808,213920688,157081088,284517088,497445568,239533232,164788896,179831456,190939744,140622848,381210752,441577856,271110400,243386896,177017776,157999632,294415872,105541128,114263576,148018560,101430240,176707216,153335776,106357520,156304384,200504128,116178136,123279480,142878096,134408800,94416888,97604392,107647072,167292336,151105920,189509408,149055344,129379760,127081800,132231456,188198624,224458736,116578096,119124784,92062944,57560128,85811976,312030176,184383888,135274624,247979184,140486096,100887152,197577248,194238000,163289168,151829712,140909392,175959056,106820400,170564096,233760704,126350088
C02295,592082.875,350644.4688,564651.0625,491088.1875,549182.1875,439452.5313,636838.0625,882981.875,533373.3125,548194.6875,600499.4375,559351.125,411455.9688,586186.5625,659308.625,650016.8125,508732.8125,578539.875,1030514.125,654082.875,1261002,684665.6875,574413.375,799092.0625,572835.1875,471947.25,666179.75,1765507,449173.5,783990.4375,1196283.25,476178.5938,528137.1875,357035.875,1172659.875,687599.4375,629259.625,692014.6875,438806.9375,728039.625,231916.9531,561478.5,465063.25,888545.9375,581895.9375,623289.4375,746701.75,587625.625,1474589.375,365665.1563,465634.2188,478082.6875,307936.3438,232725.4219,510990.2813,1028096.375,238106.6094,585302.8125,617021.375,489773.6563,396441.9688,257563.8125,423089.8125,410440.9063,717838.0625,517892.9063,576264.8125,459107.4688,431880.6563,323447.5313,292836.5625,331886.0625,395265.5625,379271.1875,280301.9375,814386.1875,766187.25,351736.625,1162959.375,476546.5,532385.875,602111.8125,455537.0313,485932.125,584194.5625,359601.5938,432828,508566.9688,808383.375,433971.2188,446332.6875,271414.2813,355557.9375,1804655.5,590232.375,310383.4688
C00137,16340148,8857324,16558785,10535603,15133313,8699430,13465881,16074627,18299698,20767372,14007806,17691628,11223201,10486004,16539237,13167064,17500412,19453116,15773134,19872292,14521632,12092364,14710269,18262770,14205985,19277538,22713080,13077088,15825235,27105118,19536008,12125835,9055870,13318115,23500868,10953598,8740513,23933962,9372149,12578911,15002529,37184092,16363281,11818560,10878590,15819721,13445395,11685826,9536310,10098310,11481910,14702863,27948460,3041139.5,21089206,8425343,3342524.75,11587412,13860043,9387817,8996952,8364413.5,9648399,9636505,18033266,10403612,5791900.5,11546627,11809959,9475620,6575524.5,8922471,10085050,9844275,7382769.5,19948718,11937453,9689430,55360432,10351528,14390203,9913337,10852666,15304382,15188223,30323444,20291416,19806222,14386250,15528194,15090692,7797127.5,19770114,19979984,13880529,14733883
C05842,614972.9375,983502.125,1577196.25,877472.375,2417164.25,2235441.25,805588,1862430,1790385.5,1404505,955142.375,2126375.75,2115099,2460494.5,1240792.125,2737924.5,1868631.75,772657.6875,2773196.5,1445439.375,2261034.5,1611517.625,1019726.813,1146353.875,1805161,1238065.875,3601708.25,52063668,5176656.5,1896420,1339934.875,3798829,8015650.5,876390.4375,5486303.5,4865211.5,2408450.75,1077495.125,3036191.5,446444.4375,1085129,3900053.75,1163453.125,2529487.5,274191.3125,3487983.25,8198941,454875.3438,1537445,1456387.5,530590.5,626784.375,1859963.625,367348.4688,1307798.75,1337498.25,411727.1563,2315578.5,711966.625,1567784.625,1042851.75,967279.5625,918492.375,403305.625,1648876,968744.8125,2158412.25,703454.0625,755519.3125,704828.6875,275174.3438,2399644.25,670400.0625,991077.3125,2733642.25,642619.6875,835223.5,507623.4688,8092501.5,479041,3868928.5,486544.3438,749197.3125,448283.4688,1170188.625,1853248.375,1790835.75,81525.3438,811525.5,1185570.625,434755.9063,1497517,1967007.125,5478923.5,431355.7813,1199857.625
C02494,1321103.75,1171340.5,1188417.125,1556870.875,1366755,1172632.75,1091039.625,1487706.125,1086759,1467428.875,1511480.5,1265751.875,1608092.125,1213356.25,1536288.125,1033487.063,1379750.625,1465943.625,1314536.125,2079553.25,1344618.625,1095197.125,1330825.125,944389.25,913440.1875,1565834.5,2082520.125,6489918,1492352.625,2423002.25,2330484.5,1749565.5,2189592.25,1611690.75,2395312,2299593.25,2039837.125,1656485.125,1489225.125,951669.875,1330487.5,2492855.5,1433002.125,2010386.375,1947660.375,3156195.25,4432369,1350668.375,2108053.5,1783011.25,1834686.375,1475709.25,1659080.5,980641.125,1772779.5,1480944.75,766547.9375,1243819.625,1473522.75,1434468.625,1154197.25,941334.5625,1274576.5,1132802,1605299.75,1067008.75,1739260.25,1214847.5,1969182.875,1438611.5,1594436.125,844241.875,940718.75,1270455,1490710.375,1648416.375,1328846.75,1072581.75,704156.75,1308136.5,1607258.5,771920.75,1390240.25,1808666.625,1679369.5,672136.75,954823.6875,1558687.875,1513663.875,1698056.125,3137601.75,1523711.25,1457145.875,3179211.75,1616020.375,1495480.25
C01073,747846.625,783463.125,922006.875,846043.25,1234844.875,1022751.625,911672.1875,1284870.375,954288.5,1124983.875,1125345.75,981833.8125,955744.75,1052701,1013601.063,789284.625,897332.875,810438.875,1144238.75,1283975.375,1508858.625,934239.3125,1099152,679008.75,953032.4375,1068927.25,1778463.25,3679219,2246190.5,,2255783.25,1692570.25,1798230.25,1040670.75,1289951.625,2077389.5,1280223.75,1483243.625,1072616.25,1095203.375,1016743.938,1010482.938,1483647.5,1704588.25,1371977,1949775.875,4977152.5,1055911.75,1068433.25,103004.4688,1320546,840939.8125,1008592.313,515197.3125,892286.4375,575233,709988.4375,973074.75,1021752.625,652838.0625,709144.3125,775084.6875,757722.875,1142666.75,927137.3125,750802.4375,772361.5625,907711.3125,581019.3125,974433.25,669175.125,816807.75,818525.125,708511.875,1337136.5,749723.875,1071761.25,728021.6875,2010902.625,475570.5,,1278343.25,752272.9375,1358206.625,1034821.938,967979.625,1173036.5,1178056.25,949033.6875,815610,1091483.25,915902.6875,504654.9375,1748134,1477518,1117113
C05135,59537.2734,,,,443723.9063,,20252.7188,74501.2813,648518.3125,4838739,189930.2188,262772.8438,48149.7383,55377.3555,945584,74642.7031,,38220.1211,160272,191621.7969,179896.6875,292031.9688,1254051.75,53446.3555,243917.1406,28148.4355,,,,854431.25,,,,1245812.75,141835,,50992.6758,,2313114.5,,,,38625.4141,,,,,,,,,,,,,,,,,,,158069,,,,,119781.2344,,54396.8984,,,,,,,,246042.7188,,,,380974.1875,,,,,,32619.668,162475,,,50085.9141,,,,,
C02712,842889.75,1237851.375,874062.625,534903.9375,749751.375,276275.9375,354724.1875,387986,640565.9375,701731,455909.2813,478643.0938,346931.4688,264050.625,405372.7188,279540.1875,621684.4375,1116078,324077.5,726336.3125,509088.5625,1198788.75,579682.625,486142.75,335763.625,2107185.25,117719.0703,1097077.875,449527.3125,462508.75,553732.1875,134593.7656,876369.5625,1397629.25,520683.5313,772483.4375,1978425.5,543457.3125,1193241.75,505352,569747.5,741086.25,445208.0625,662300.875,1081698.75,673529.3125,4618253,121448.8516,,383904.875,113583.1016,177748.1875,808447.625,365329.9375,430641,700552.4375,235772.1563,206926.6563,420761.25,395743.25,124865.7656,366028.0625,155352.4219,49591.6484,174690.6719,296415.9375,325191.8438,83348.3281,103970.6406,434946.8438,,,,173886.5938,339055.375,141807.8281,434142.25,,71752.9141,281015.5313,163113.8594,498578,135493.5469,301780.75,589723,95796.9063,468799.3438,485622.4063,298997.9063,641544.375,223474.5625,299479.0313,54911.0078,100123.4531,426335.1563,91870.5781
C00128,1563496.75,1244772.25,921835.4375,743485.125,807039.8125,341650.3438,714790.375,667957.5,692776,1669293.375,683496.375,646640,1728274.25,723400.5,662976.75,356351.0938,593572.125,1395662.5,967072.75,951654.1875,1034041.5,1098577.875,1164441.125,519622.0625,348936.2813,1738400.375,1504484.875,29696846,2260520.25,1087345.625,879699.1875,895301.75,1553745.625,2118462.25,1324685.75,2191687.75,2651929.5,905715.25,1054638.75,2554287.25,1634188.5,1251124,811595,899817.4375,953714.8125,1805626.625,1740451.5,567872.6875,557334.8125,703616.6875,454071.4688,585219.625,2160408,688379.125,805438.375,546620.0625,328508.0313,946580.3125,783189.3125,558037.5,566580.625,672636.75,485565.75,513141.6563,751344.625,869285.75,594686,452077.4375,634200.5625,766295.4375,564458,670823.6875,479136.4375,491637.5313,1134727,654914.5625,1027920.688,618052.4375,2972516.75,594112.9375,1046502.313,913247.5,477481.4375,940028.3125,1142813.5,963708.6875,1405291,722499.25,1137465.625,1016595.688,1371275.25,875183.5,1210114.5,2491420.25,828826.6875,1096826.875
C11341,678053.5625,920423.25,541189.1875,746655.4375,898243.625,419554.2813,687314.6875,590252.125,796166.8125,832518.625,674666.25,851004.5,749524.875,1036987.25,929728.5625,543559.4375,792459.1875,731314.5625,611991.5,855790.0625,888603,790429.8125,990604.875,755842.1875,535701,897971.1875,1076097.25,8605554,992146.0625,739447.75,788332.5625,838698.375,1567045.75,749509.1875,1331793.25,1123005,1504002.125,1462830.375,1042981.188,1624699.25,573680.0625,1407647.375,648736.875,2444374.5,1231786.125,1043083.063,2153490.25,844953.0625,925505.25,893048.9375,710600,641635.625,756409.5,487441.5938,1450495.125,1715385.75,877551.375,750829.0625,794556.4375,580998.125,627353.5625,531940.4375,479247.7813,385026.4375,786722.25,621976.625,2186645.5,718104.125,868262.625,741901.6875,649276.8125,568769.75,724596.1875,538772.125,633410.75,961465.4375,807900,683110.3125,2232071.5,579828.0625,901208.8125,717450.4375,557289.25,911882.25,760213.125,472355.4688,776575.5,933420.4375,951632.625,874682.125,1086191.125,664685.25,390499.9375,1686901.625,668928.3125,801490.25
C02714,1267023.5,1779215.375,790423.375,892350.375,1094288.25,1145944.125,851204.125,1608196.5,1105554.25,689876.4375,914970.1875,1150299.625,691976,1040856,1035050.563,671277.1875,849968.25,1020322.063,671965.0625,1151581.5,1351231.375,1248140,1144781.5,1106486.125,1282530.5,1052404.5,2984352.25,667775.4375,2442877.75,1548289,1053018.5,1217374.625,1566026.75,1186243.625,4637195,544652.6875,3018941.5,2973926,1531615.5,1156714.75,1400620,1596261.875,3646519.75,1156085.375,951163.25,1089699.125,3150565.25,830804.9375,888299.5625,977647.1875,816177.9375,629523.9375,677561.8125,535048.0625,862693.4375,420563.5313,314052.1875,386147.8125,583880.5625,511121.7188,458920.7813,314177.875,434807.125,886249,948032.9375,384465.8438,351046.75,1098909.5,774851.75,696430.125,381366.2813,359083.0625,668050.9375,567702.6875,908360.4375,507108.5625,714674.8125,904309.625,1348028.5,342465.3125,1204000.875,1050920.75,910410.9375,689359.75,548004,548422.125,515064.8438,1820147.875,698133.3125,551585.4375,824644.4375,544149.75,462275.6875,702405.4375,980704.4375,483773.8438
C02700,1522833.875,2031337.75,1619655.875,1693815.625,2053694.5,1654544.75,2100916.25,2692015,2184037,1835494.75,1267407,2419229,1523436.75,1747411.875,1718377.25,1676410.875,2370072.25,1691481.875,1596525.125,3296530.5,3380469,2654221.25,1775025.125,2404522.75,1703306.125,1330787.875,1373350.25,3012574.25,1916445.375,2319753,1137112.375,2844624.25,1733152.375,1921162,1733209.125,1110110.625,2098512.75,2236173.5,4147291,2033866.375,1854215.75,9779141,9283012,1246492.625,2939868.25,4316131.5,2537869,1533961.5,7275068.5,10188536,1621778.875,1158465,1467672,1155326.75,1746683.875,908161.0625,1280553.125,2223427.5,2190965.5,1529185.25,998823.4375,918834.5625,811324.5,1519423,1058676,1209638.625,1080785.5,1813244.625,1654311.5,1297825.75,866608.5625,932602.3125,1587383,1433517.875,1342084,1345704.25,1700972.25,1174114.75,2287363,1041025.063,3132517.75,3398308.5,912064.8125,1640363.375,3604903.25,1497757.75,2690937.25,2929493,1126912,1619737.75,734895.1875,1479109.75,658109.75,1992121,3114588.5,1629993.5
C03145,987636.75,1023112.5,974571.8125,998939.375,1033398.688,912463.625,833956.75,953380.3125,1044441,1184033.5,1082657.125,1221925.125,769849.4375,768722.125,1072906.375,989186.0625,1071745.875,1574432.25,809189.625,1119847.375,1363591,1995239.875,1075030.875,1485602.375,936845.0625,1336074.125,589861.25,5088391,1675148.625,2105532.75,2475662.25,1069180.625,1645157.875,1050359.75,2247186.5,1731639.375,2029284.375,1873227.875,1067310.375,880480,883583.25,2057579,1274137.375,2113131.75,2779150.75,2306975.25,3218114.75,779911.4375,908086.6875,1451336.5,495735.1875,651587.0625,883506.3125,483038.5313,816327.375,1181077,556883.3125,652065.1875,1189742.875,581610.4375,568489.25,689276.5625,611147.3125,405800.2813,551662.5625,415016.0938,941142,709193.5625,574880.125,870269.6875,262855.9063,192629.4844,444807.8125,647846.1875,928998.9375,488089.5313,737514.1875,362501.75,511288.5,296354.25,956544.1875,784858.0625,628445.75,1086347,873546.3125,335858.4375,996077.375,924702.0625,755964.625,844172.5625,803683.4375,719173,199299.5781,1221407.125,1169859.625,534554.4375
C00003,1471668.25,1331127.75,1375280.625,1021161.688,1820539.875,954947.875,795630.8125,1963543.5,1737773.25,1594323,1452702.125,1614412.125,1311313.75,1453250.75,1359300.625,890255.375,1474923.125,1986957.5,2066644.625,1359582.625,1798329.875,2114747.5,1357923.625,824044.9375,1410594.625,2757300.5,1707359.625,2244084,1597706.25,1363300.5,911983.125,2106924.25,2171359.5,3891795,534614.8125,374439.2813,6185613,512281.5,3493236.25,4342692.5,4426547.5,560191.9375,722337.125,1110009,1960206,1292551.875,1443273.5,505284.3438,1350265.25,468098.875,1083646,622078.25,1287926.75,643573.375,1572344,1780610.5,493562.4063,1422223.75,766028.125,1605405.25,1089047,1427459.25,958850.1875,945047.1875,1045721.625,1379280.25,1780853.375,601053.625,1316187.5,1454202.875,620280.0625,1568857.625,969841.75,972374.9375,1638841.5,1036713.375,724016.1875,897133.125,1694113,1227650,1593321.75,1876625.125,1026951.563,740230.5,3008777.25,955224.3125,1734767.125,945106.625,950578.75,2524862,713050.1875,2194205.75,1378998.375,3232918.5,1883820.375,669654.1875
C03150,155805.8594,102599.1875,62537.7656,106465.7109,103856.2891,91215.7891,72518.3594,135086.5938,88783.75,141263.5781,117553.8203,82384.2031,85677.4531,87737.5313,108966.5703,106790.5547,88982.8906,100776.5938,,114729.0703,119521.3203,75067.6953,99419.2813,48497.0508,52486.7617,155493.4844,80563.7813,311962.1563,153849.7344,54708.5195,,136735.1094,114200.6797,72758.8281,217220.375,114268.6641,58012.918,169331.6719,91036.1641,91112.5703,103725.5938,107262.4219,138186,105533.7656,70129.625,309989.0625,112937.5859,97814.1875,84636.8594,46493.9727,65922.4063,107975.1797,93837.5938,44778.3984,131330.5469,82491.3359,,201731.8281,108036.1328,95789.9922,66603.7656,106596.4063,116199.3125,103347.1953,149058.9688,107043.1172,92315.1797,164181.0469,107235.3438,100312.8281,68352.4063,76661.8281,91762.2031,108646.3828,105161,82342.7656,138371.2344,61666.3633,182316.3438,79801.9063,82780.8516,109255.1406,87902.9063,125230.5781,122364.2578,94519.9609,76558.1094,109228.125,115474.8672,126074.3516,122931.0469,115617.1328,120521.2188,511583.9063,66710.0313,150744.9844
C20792,80148.2344,173975.3281,62872.8242,277164.0625,618592.125,502633.1563,447269.875,350088,748823.5625,869120.5,563287.9375,337839.75,136682.0938,283521.875,140180.7969,182273.8438,128899.5547,1163798.125,1068919.375,864971.25,889914.375,611800.8125,,76326.1172,76848.5703,256475.2969,643376.1875,403214.7813,343624,339591.0938,3342085.25,320065,1172721,1768771.875,1207033.375,784225.6875,1563012.875,280104.5313,346856,666327.25,456432.8125,942894.1875,140717.3906,1541726.5,1197017.625,786094.125,776247.75,836306.9375,293883.9063,108889.7891,599063.25,280471.625,342260.1875,386591.0313,446961.9688,582077.75,239665.5156,173255.625,194901.1406,,337100.4063,232154.3594,140105.3281,433876.875,391553.875,509720.0625,832601.5625,261599.1563,101635.2734,279312.3125,205194.3906,274831.9688,130656.0391,157573.375,240355.3594,531693.75,204995.6875,384689.8438,227189.9531,372891.4375,708525.1875,116672.0703,324919.1875,117761.6797,409015.625,211542.9688,238086.9531,119670.8203,317790.875,1466815.5,641406.5625,612453.875,399828.0938,546692.5,154034.5625,
C00077,488663200,1189514112,586059712,441631104,696969280,391445952,348811392,630065792,678848576,609762624,519704384,1209731712,436036256,557592000,611429632,290025216,544710848,639455424,561587776,667502592,400784288,538114880,401169248,631745664,352442976,537217152,1065400512,564413440,698124864,853475200,423874848,578733568,332002368,668547712,364639616,350749216,875444288,345759040,671770880,698598208,682792576,472346880,380527200,448158880,565069632,466240512,471320160,349275488,301676256,503354496,132091864,393097632,337119168,251599760,367152480,343202400,250121232,360965760,435607232,392494016,289304704,281797600,210804480,304137728,259367840,255996992,345601696,300531744,263853440,335478016,233596624,174291152,290625856,360127200,324454368,287632544,232809600,141445952,357525472,182300208,592437120,344444032,278567584,462310880,392049568,175905552,204043712,400993984,229801872,393747488,406692736,390796128,113051560,369442208,418129248,255224224
