"Peak id","Mass","RT","24_U1.mzXML","24_U2.mzXML","24_U3.mzXML","24_U4.mzXML","24_INFEC_1.mzXML","24_INFEC_2.mzXML","24_INFEC_3.mzXML","24_INFEC_4.mzXML","24_HK1.mzXML","24_HK2.mzXML","24_HK3.mzXML","24_HK4.mzXML","24_SOR_UN1.mzXML","24_SOR_UN2.mzXML","24_SOR_UN3.mzXML","24_SOR_UN4.mzXML","24_SOR_IN2.mzXML","24_SOR_INF1.mzXML","24_SOR_INF3.mzXML","24_SOR_HK1.mzXML","24_SOR_HK2.mzXML","24_SOR_HK3.mzXML","24_SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"3197","136.0516","2547.65","177626.77","209452.03","255466.19","194845.05","227203.48","319919.38","213432.83","228264.38","263534.63","217434.25","173516.42","286056.78","15675.69","14191.42","12639.43","16921.86","15283.62","20126.42","37258.25","15337.66","20928.91","11593.07","16021.45","negative","No Fragments","Isoniazid","C07054,HMDB15086"
"3198","134.8651","2549.16","281544.44","215599.48","237439.97","213181.28","223330.91","256904.64","246778.61","240535.09","214926.88","238750.38","246050.17","260146.73","136651.48","126754.1","180048.92","148388.47","161460.16","138204.98","112431.85","192060.5","101377.48","151017.66","159544.78","negative","No Fragments","",""
"3199","148.0517","2577.1","149555.02","160982.2","223763.11","155643.2","257099.39","246813.44","167921.89","194892.33","207056.05","169547.5","153360.53","218980.75","12639.2","9225.27","10015.44","26805.28","31057.19","43504.41","42083.62","15529.1","32901.04","25349.82","10671.68","negative","No Fragments","",""
"3200","236.9533","2547.72","109816.91","111314.08","132942.77","144504.34","177052.08","139442","148879.92","146300.44","146636.48","159448.64","147764.98","137121.8","87808.12","106965.54","68822.45","54565.9","77814.99","76194.98","73930","62700.14","72206.81","64565.46","87473.53","negative","No Fragments","",""
"3201","136.8631","2548.72","105052.18","121724.72","128407.18","110986","109014.89","119806.51","123452.82","106910.68","126989.47","126979.76","114287.3","117421.05","88771.67","88225.9","75171.75","82580.57","96216.7","76032.05","61730.33","75638.07","62796.73","84508.16","74354.68","negative","No Fragments","",""
"3202","169.8497","2546.79","73407.1","56273.45","53955.14","70226.77","60817.48","68383.27","58090.66","82601.26","61926.68","55169.32","75295.76","77781.77","46061.71","26444.26","46271.11","34663.45","46753.31","22814.42","40066.95","32597.76","22979.21","35117.76","47628.27","negative","No Fragments","",""
"3203","167.8516","2550.24","40250.94","46809.14","53982.96","43547.89","53254.85","53208.48","60405.33","60052.14","63876.85","55094.12","56688.45","48794.05","20054.75","25600.94","23705","18793.36","20981.93","26174.73","20851.44","37936.04","18576.77","19786.48","11330.95","negative","No Fragments","",""
"3204","172.958","1224.75","946879.69","1027089.5","978736.31","1015384.69","1026114.63","912869.56","915428","893888.13","840871.88","1009023.19","956618.25","1002171.56","1386941.63","1562413.88","1411065.63","1647319.13","1424303.5","1577331.38","1642026.13","1608779.63","1652260.13","1417605.88","1368117.25","negative","No Fragments","",""
"3205","129.0558","267.59","529959.44","499603.09","719803.5","211957.11","74988.1","392619.22","310801.97","301320.69","375692.69","415952.28","403385.03","331792.94","770479.5","714349.13","1066741","1136787.5","936322","815396","869337.25","660597.94","731388.31","709851.63","1651205.13","negative","No Fragments","(3R)-3-Methyl-2-oxopentanoic acid,(4S,6S)-3,4,5,6-Tetrahydro-4-hydroxy-6-methyl-2H-pyran-2-one,(R)-Pantolactone,(S)-3-Methyl-2-oxopentanoic acid,1-Oxa-2-oxo-3-hydroxycycloheptane,2-Hydroxyethyl methacrylate,2-Ketohexanoic acid,2-Methyl-3-ketovaleric acid,2-Oxohexanoic acid,2-keto-n-caproic acid,2oxo-3R-methyl-pentanoic acid,3-Methyl-2-oxopentanoate,3-Methyl-2-oxovaleric acid,3-Oxohexanoic acid,3-keto-n-caproic acid,3-oxo-4-methyl-pentanoic acid,3S-methyl-2-oxo-pentanoic acid,4-Acetylbutyrate,4-Hydroxy-4-methyltetrahydro-2H-pyran-2-one,4-Methyl-2-oxopentanoate,4-keto-n-caproic acid,5-Ethoxy-4,5-dihydro-2(3H)furanone,5-Oxohexanoic acid,5-keto-n-caproic acid,6-Hydroxyhexan-6-olide,Acetoin acetate,Adipate semialdehyde,Ethyl 3-oxobutanoate,Ethyl acetoacetate,Ketoleucine,Methyl levulinate,Mevalonolactone,Pantolactone,Sherry lactone,beta-Ketoisocaproate","C00233,C00671,C00902,C01012,C02122,C02129,C03241,C03465,C03467,C03500,C06008,C06102,C12314,C14530,HMDB00408,HMDB00491,HMDB00695,HMDB01864,HMDB06024,HMDB10717,HMDB12882,HMDB31214,HMDB31216,HMDB31218,HMDB33286,HMDB33302,HMDB33698,HMDB41602,HMDB59876,HMDB61881,LMFA01020275,LMFA01020276,LMFA01020280,LMFA01060007,LMFA01060008,LMFA01060009,LMFA01060010,LMFA07040003"
"3206","182.046","267.87","189467.97","92975.96","211070.19","54113.83","NA","95673.06","62960.98","73112.24","96856.16","119817.03","158904.34","97576.52","191717.53","172501.81","387351.75","277207.41","437643.22","304084.97","285556.56","188756.23","206813.27","234849.52","575515.94","negative","No Fragments","3,5-Dihydroxy-phenylglycine,3-Carboxy-4-methoxy-N-methyl-2-pyridone,3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate,4-Pyridoxate,4-Pyridoxic acid,5-Methoxy-3-hydroxyanthranilate","C00847,C04447,C04773,C11466,C12026,HMDB00017"
"3207","213.0771","271.46","359466.41","308841.13","331724.97","198948.77","42115.7","328489.53","273580.81","227228.42","314929.38","276012.66","266061.91","168385.56","464040.31","450898","482438.5","410584.13","503904.34","345259.41","474664.91","405986.31","516094.06","440342.63","449880.47","negative","No Fragments","",""
"3208","187.0072","269.48","44492.69","42364.98","46453.34","33756.94","NA","49423.79","16600.23","47002.73","55762.58","58942.98","56197.98","NA","104616.96","101042.2","161479.47","121169.48","175954.3","129524.29","105833.01","96008.08","113842.81","105222.69","239841.28","negative","No Fragments","4-Sulfobenzyl alcohol,Benzyl sulfate,p-Cresol sulfate","C06678,HMDB11635,HMDB34782"
"3209","166.0146","267.69","32465.01","35406.48","57916.05","NA","NA","47418.75","38478.54","26896.96","NA","49419.51","22634.44","31239.25","58789.16","67174.27","90401.44","64841.5","86314.64","62506.33","82238.63","95943.54","78496.86","52780.18","79784.01","negative","No Fragments","2,6-Pyridinedicarboxylic acid,4-Nitrobenzoic acid,Quinolinate,Quinolinic acid,o-Nitrobenzoate","C03722,C16234,C18625,HMDB00232,HMDB33161"
"3210","219.1755","2566.74","1061068.13","987231.94","1155618","947711.5","1081964.13","1052675.13","1162083.13","1082717.38","1101234.13","1053534.63","1003891","1073644.75","1452641.25","1508049.38","1493727.13","1349458.5","1296272.13","1593788.38","1605757","1368822.63","1644570.88","1449433.63","1469466.5","negative","No Fragments","(+)-2-Sterpurene-6-ol,(+)-8-Drimen-7-one,(+)-Bicyclohumulenone,(+)-Khusimol,(+)-delta-Cuprenen-4alpha-ol,(-)-1(10),11-Eremophiladien-9beta-ol,(-)-4-Acoren-3-one,(11R)-Dihydroartemisinic aldehyde,(2-trans,6-trans)-farnesal,(2R,6S,7S,10Z)-beta-Santala-3(15),10-dien-12-ol,(3S,6E)-6-Caryophyllen-15-al,(5R)-Albaflavenol,(5R)-albaflavenol,(5S)-Albaflavenol,(5S)-albaflavenol,(6Z,9Z,12Z)-6,9,12-Pentadecatrien-2-one,(R)-2,7(14),9-Bisabolatrien-11-ol,1,5-Epoxy-4(14)-salvialene,10-Hydroxy-alpha-humulene,11-Copaen-4-ol,14-Hydroxy-modhephene,1beta,10beta-Epoxy-nardosinane,2,6-Di-tert-butyl-4-methylphenol,2-trans,6-trans-Farnesal,2E,6Z-farnesal,3,15-Epoxy-6-caryophyllene,3-Copaene-2-ol,4(15)-Copaen-11-ol,4-Nonylphenol,4-n-Nonylphenol,5,10-Epoxy-muurolane,5-bromo-1-isopropyl-2,5a-dimethyl-decahydro-cyclopropa[a]inden-2-ol,7(14)-Isodaucen-10-one,8alpha-3-Copaen-8-ol,Acolamone,Acoragermacrone,Acorenone,Alismol,Apritone,Aromadendrene epoxide,Artemisinic alcohol,Bisabolene oxide,Bisacurol,Butylhydroxytoluene,Cabreuva oxide D,Calacone,Caryophyllene alpha-oxide,Caryophyllene epoxide,Cyperol,Dihydronootkatone,Epishyobunone,Epoxyguaiene,Eremofukinone,Fukinone,Germacra-1(10),4,11(13)-trien-12-ol,Humuladienone,Humulene epoxide I,Humulene epoxide II,Humulenol I,Humulenol II,Ishwarol,Isoacolamone,Isocyperol,Isoshyobunone,Isospathulenol,Italicene ether,Nootkatol,Pentalen-13-ol,Preisocalamendiol,Solavetivol,Spathulenol,Suberosanone,Vetiverol,albaflavenol,alpha-Bergamotenol,alpha-Cyperol,alpha-Santal-10-en-12-ol,alpha-Santalol,alpha-Valerenol,alpha-santalol,beta-Betulenol,beta-Costol,beta-Santalol,beta-santalol,ent-9-Aristen-8alpha-ol,trans-beta-Santalol","C03461,C09719,C09720,C14550,C14693,C16908,C16945,C16974,C17462,C17915,C17953,C17955,C19676,C19711,C19938,C20229,C20307,C20325,HMDB13688,HMDB30232,HMDB32220,HMDB33826,HMDB34661,HMDB34718,HMDB34940,HMDB35020,HMDB35026,HMDB35097,HMDB35306,HMDB35391,HMDB35645,HMDB35704,HMDB35718,HMDB35720,HMDB35739,HMDB35793,HMDB36118,HMDB36192,HMDB36402,HMDB36420,HMDB36716,HMDB36717,HMDB36788,HMDB36789,HMDB36793,HMDB36798,HMDB37069,HMDB37392,HMDB37395,HMDB37811,HMDB38119,HMDB38123,HMDB38134,HMDB38146,HMDB38160,HMDB38193,HMDB38208,HMDB38209,HMDB38210,HMDB38211,HMDB38212,HMDB38512,HMDB38982,HMDB39532,HMDB39711,HMDB40763,HMDB59836,HMDB60356,LMPR0103010007,LMPR0103010012,LMPR0103130001,LMPR0103140002,LMPR0103230001,LMPR0103250001,LMPR0103270002,LMPR0103280002,LMPR0103370002,LMPR0103560001,LMPR0103600002,LMPR0103660001,LMPR0103700004,LMPR0103700007,LMPR0103700008,LMPR0103700009,LMPR0103780002,LMPR0103790001,LMPR0103800002,LMPR0103800003,LMPR0103830001,LMPR0103830003,LMPR0103840001"
